LINE,END_WORD
"But now it's fuck you, pay me",me
Can't let these motherfuckers phase me,me
Don't mean to brag but can you blame me?,me
"200, swerving, dippin', dodge on the highway",highway
You may contain me but you won't never stop me,me
On her way to my residence,residence
"Try message your boo again, she pullin' up probably",probably
"Yeah, strally inside of that Bentley",bentley
"Yeah, come take it tat' on my belly",belly
"Yeah, people actin' too friendly man",man
"They tryna get dividends, this shit is a problem",problem
"Yeah, you just be talkin' shit but ain't ever met me",me
DeChino fucked your bitch and now you resent me,me
I know them people but they don't represent me,me
"Them wastemen, we're gonna make 'em all pay",pay
They will never stop the plan,plan
80 jumpin' off my hand,hand
"Rollie, rollie, rollie",rollie
Bust it open,open
Holy moly,moly
"She told me that I'm not enough, yeah",yeah
"And she left me with a broken heart, yeah",yeah
"She fooled me twice and it's all my fault, yeah",yeah
"She cut too deep, now she left me scarred, yeah",yeah
"Now there's so many thoughts goin' through my brain, yeah",yeah
"And now I'm takin' these shots like it's Novocaine, yeah",yeah
"Ooh, I fall apart",apart
Down to my core,core
"Ooh, didn't know it before",before
Surprised when you caught me off guard,guard
All this damn jewelry I bought,bought
"You was my shorty, I thought",thought
Never caught a feelin' this hard,hard
Harder than the liquor I pour,pour
Tell me you don't want me no more,more
But I can't let go,go
Everybody told me so,so
Feelin' like I sold my soul,soul
Devil in the form of a whore,whore
You said it,it
No you said it,it
No you said that shit,shit
We'd be together,together
Ice keep pourin' and the drink keep flowin',flowing
Try to brush it off but it keep on goin',going
Covered in scars and I can't help showin',showing
Whippin' in the foreign and the tears keep blowin',blowing
Ice keep droppin' and the drink keep flowin',flowing
"All these scars, can't help from showin'",showing
"Whippin' in the foreign and the tears keep blowin', yeah",yeah
"Yeah, my wrist so cold and my ice on froze",froze
And it's all for you,you
"Yeah, my ice so cold and my wrist on froze",froze
Yeah it's all for you,you
"Yeah, I'd die for you",you
"Yeah, stuntin', it's satisfyin' but it don't bring you closure",closure
"Diamonds my state of mind, I'm drownin' in the ocean",ocean
Just stay right where you are and don't come any closer,closer
I'm just gon' handle mine and just maintain composure,composure
"People, they say learn from mistakes, yeah",yeah
"You keep your space, yeah, but all this pain, yeah",yeah
"You say you go away, yeah, still hit my lane though",though
"You hurt so bad when you went away, yeah",yeah
"I needed you, needed you",you
So what the fuck do I do?,do
"Oh my God, oh my God",god
A lot of bullshit on my mind,mind
I think about you all the time,time
And I don't care 'bout no money,money
Leave a knot up in my throat,throat
Now I'm counting on my own,own
"Yeah, my ice so cold and my wrist so froze",froze
"My jewelry on, like an ice cube",cube
And all I wanna do is just ignite you,you
"This Saint Laurent, mama, you look nice too",too
"Can't hold my tongue, don't got the heart too",too
Remember when I fell in love?,love
I just came up alone,alone
"Remember aim three, my fault",fault
Told that bad bitch get on my Vlone,vlone
"Hey, don't have much to do, yeah",yeah
Everything is ruined,ruined
Ain't no secret to it,it
"Thrown the check like a Nike, I just do it",it
"Hoe, I look so clean and motherfuckers just talkin'",talking
"Show up at the spot and now everyone, they all watchin'",watching
"Don't wanna prove you wrong but shit, you leave me with no option, yeah, yeah",yeah
"Everybody asking ""Post, when is the album droppin'?""",dropping
"Ever since the very first day at it, I been poppin'",popping
"Ooh, swingin' in a four-door",fourdoor
Now they takin' photos,photos
"Bottles, we need more of those, ooh",ooh
Say she bring it a little shorter,shorter
He be on the boarder,boarder
"She always bring four rolls, oh yeah",yeah
Everything that I went for,for
Waited so long to get on,on
The Caddy just sits on the chrome,chrome
I swang through on dubs on the four,four
Baby wanna get in this S-Class,sclass
"Lil' momma, she just wanna go fast",fast
"You know, baby, you don't get a free pass",pass
"So I told her ""Ass, gas or grass""",grass
Rolex with the diamonds keep me shining,shining
Gotta have perfect timing when I'm riding,riding
"Brand new Aston Martin with no mileage, ooh, ooh, ooh yeah",yeah
"Hoe, I'm so clean and motherfuckers just talkin'",talking
Less you hoppin' in a old-school,oldschool
Swimmin' in the car pool,pool
Everything is all cool,cool
And she told me not to tell,tell
With the rumors that I heard,heard
She said everything was all true,TRUE
"Baby, wanna get in this S-Class",sclass
"Just me and lil' momma, yeah",yeah
Ridin' around LA,la
"We run the city, yeah",yeah
"Brand new Aston Martin with no mileage, oh oh",oh
So come hop in that ooh,ooh
What do you wanna do?,do
Put that dime in my coupe,coupe
"With that gold on my tooth, oh yeah",yeah
Cause I can't take it no more,more
No you ain't like them bitches,bitches
Tell them hoes adios,adios
And you can drop your panties,panties
Leave them shits at the door,door
Dior falls on the floor,floor
I swear we been here before,before
I'm tryna see you from my own perspective,perspective
You all in my section tryna come to my session,session
"We runnin' a pressure, you know that we flexin'",flexing
"We bought all the bottles, we came with the models",models
"Girl this a confession, I'm not like your exes",exes
"I came in from Texas, and now that we textin'",texting
"You can fly in whenever, now you undressin'",undressing
"Panties on the dresser, your hair gettin' messed up",up
"The feelin' we catchin', my love is a blessin'",blessing
"Made love in that Lexus, made love in that Lexus",lexus
I know you remember,remember
Tell me is that deja vu?,vu
Cause you want me and I want you,you
"Cause baby it ain't nothing new, no",no
"Cause baby this ain't nothing new, no",no
Oh you actin' reckless,reckless
I told you that I need affection,affection
So let me point you in the right direction,direction
It's so important that you get the message,message
"Yeah, I gotta say, gotta say somethin' to you, you, you",you
"I'm on a roll, I'm gonna roll out in that new, new, new",new
If you wanna do what I wanna do,do
Well uhm-uhm-uhm,uhmuhmuhm
Well I guess that's just deja vu,vu
"Cause baby it is ain't nothing new, no",no
Tell me if you want it baby,baby
'Cause I know I can drive you crazy,crazy
I just wanted you to know now,now
"Oh-oh, oh-ohhh",ohohhh
"Show up in that new Mercedes, you already know I'm faded",faded
Girl I've been thinkin' about you lately,lately
"Run it up, run it up",up
"Count it up, count it up",up
'95 in my cup,cup
Nicotine in my blood,blood
"Go, run it, run it",it
"Count it, count it",it
"Go, show me something, aye, aye",aye
"Go, talkin' that shit",shit
Keep on barkin' lil' bitch,bitch
"Bitches tryna get lit, damn",damn
Rosé poppin' with the Balmain on me,me
And I keep on callin',calling
And they know that I don't answer my cell,cell
"No, I don't know your momma",momma
I got so much commas,commas
"Girl, you know I'm only into myself",myself
"Say you flexin', that's a big lie",lie
"When I pull up, get this bitch live",live
"And you know that Imma get mine, yeah, yeah",yeah
Say you got that shit you don't got,got
"Heard you say that shit a hundred times, yeah, yeah",yeah
Valet the park on the whip,whip
"The Caddy, the '76",76
My woman gon' box on a bitch,bitch
They don't want no part in that shit,shit
"I got my money jumpin', I'm proud for ballin' on Fade",fade
"Didn't watch the game, you can see that shit on replay",replay
I just drop the top and I pull up to your party,party
"I just grab a Bud and I pop the top on you, pour that water",water
"And I know who we are, yeah",yeah
And I know that we ballin',balling
When you wanna get this money,money
"I don't want your bitch, just know it",it
And I know who we are yeah,yeah
I done drank Codeine from a broken whiskey glass,glass
I done popped my pills and I smoked my share of grass,grass
Slaved for the man and I broke my fuckin' back,back
So you can take your nine-to-five and shove it up your ass,ass
"And I won't go on, like a highway to hell",hell
"Going too damn fast, I spilled drink on my Chanel",chanel
And I woke up and my room's fuckin' trashed like a damn hotel,hotel
"Where I go next, now, only time will tell",tell
I done spent some time chasin' women that don't give a shit,shit
I done learned my lessons and I ain't never gon' forget,forget
"Started callin' this shit, started ballin' and shit, started flickin' that wrist",wrist
They ain't never listened now I'm makin' them hits so I'm fuckin' your bitch,bitch
No it ain't nothin' fickle for me to forget that you ever exist,exist
"Bet you remember my name when I pull up and dab with that, doesn't exist, skrrr",skrrr
"Spill lean on supreme last Saturday, let that shit splash, motherfucker talk saucey",saucey
"Pass me the drugs, motherfucker let me shine",shine
"At the White House, call my homie Joe Biden, he flyin' out weed",weed
"Smokin' my dope, beggin' that that be the code",code
"Man, don't be silly, that shit you rockin' is old",old
Like it's been years since you been to the store,store
Feel like Meek Milly but I ain't from Philly,philly
"I'm poppin' a wheelie, I show off my grillie",grillie
I do this for really and for my family,family
"Some shade every night, man, it's all so familiar",familiar
The bitches they killin' me,me
"Like, bitch are you kiddin' me?",me
"Ballin', that shit, that shit killin' me",me
You can't get rid of me,me
Now you want my chain and my jeans but you no good at chemistry,chemistry
"Oh God, oh God save me",me
No I ain't gonna die for my baby,baby
"20 dollars, keeping me eating",eating
Might just eat the apple from the garden of Eden,eden
"The way she call my name, the way she call my name",name
"The way she call my name, I pray I'll be the same",same
Ain't no love for the ones who betray me,me
"Drop top, horses run, power steering",steering
Drive like hell to get away from this feeling,feeling
"Try take my soul away, yeah bitch make my day",day
I got bands,bands
Broke boys coming to me with their open hands,hands
And I ain't trippin',tripping
I'm just saying now everybody wanna be my friend,friend
I finally fell in love,love
Now all these bitches wanna come and fuck up my plans,plans
I'm just trying to be who I am,am
It's just something they will never understand,understand
They will never understand,understand
"Same life, getting rich, whoa I got a fuckin' problem",problem
"Trying to flex up on young posty, we gon' tell them what's up",up
"We gon' tour motherfucker, came up, I ain't lonely",lonely
"Gotta problem Santiago, 45 by the gut",gut
"Post and 1st, we in the cut, we were smoking on the woods",woods
And they think it smells good and they all want a puff,puff
"Said they see me at the show, they was in the front row",row
"They wanna fuck, I told them bitches come and jump on my bus",bus
We got molly and we got Xans,xans
And we got drank and we got plants,plants
And we got white and we got gas,gas
And it's just something they will never understand,understand
They used to didn't love me now they calling me the man,man
"Baby where are you going? Love, you know I got a plan",plan
"I can elevate your life, your life",life
"Keep them niggas far away, they praying on my downfall",downfall
You don't fuck with me the long way so baby what you here for?,for
"It could be so simple, meet me out in Frisco",frisco
"Yeah yeah, yeah-hey",yeahhey
Calculate your steps and keep your circle small,small
Understand that nothing lasts forever,forever
Glamorization of this lifestyle will leave you desperate,desperate
"Said I wanna get with you, (I wanna get with you)",you
"Lil mama bust a move, (lil mama bust a move)",move
"All these jewels, I'm just flossin'",flossing
Plainly on my boss shit,shit
Bad bitch on my carpet,carpet
"All white, I'm so on God shit",shit
Hundred miles get caught shit,shit
"Off a pill, feel nauseous",nauseous
Ain't babysittin' these bitches,bitches
I ain't Kevin Costner,costner
No sayin' got her brain lit,lit
Wanna fuck? I'm almost famous,famous
"She blow this thing, get faded",faded
Lil mama say that I'm jaded,jaded
Maybe you saw that I'm payed up,up
"Your man, he keep you so caged up",up
I won't tell who you stay with,with
That's on everyone that I came with,with
You know after we done I gotta roll,roll
You know after we done I gotta go,go
I'm the fuckin' man,man
Jumpin' out the Benz,benz
Every time you see,see
I post these hundreds in my pants,pants
I'll do what he can't,cant
Just wanna see you dance,dance
Do something with that ass,ass
Girl put something in my hands,hands
"Shake, shake, shake, shake, shake",shake
Don't be shy girl it's okay,okay
"Reload, fade, fade, fade, fade, fade",fade
"How much did you pay, pay, pay?",pay
I'ma let you in my chain,chain
Just might let you sip this 'pagne,pagne
Every single night the same,same
Lemme hear you say my name,name
Where the hell you get that from?,from
Saucin' on them hoes cause that ass so dumb,dumb
Everyone here wanna hit that yum,yum
"Yeah, yeah, god damn",damn
Saucin' on them hoes cause my ice so dumb,dumb
"Everyone know 'bout my bread, got some",some
"Bustin' out the, hoo hey",hey
I just keep on blastin' out the pussy and,and
"God damn, bustin' out the, hoo hey",hey
"I just fucked my bitch, rockin' Stüssy, yeah",yeah
"Ooh, drop em' all to keep my sauce",sauce
"She really ain't shit, bitch, I dropped it all off",off
Hit the strip club and blow it all off top,top
Cause I will never love a damn hoe in my life,life
God damn,damn
"Okay, I pulled up, dropped the top",top
"Everybody looking, wonder who I am",am
"She get out, ass big",big
"Everybody looking like, ""God damn""",damn
And she say she want a nigga who,who
Can handle everything with other men (that's me),me
Then she topped me off and turned around,around
"Said, ""Take it daddy,"" so I went Super Saiyan",saiyan
"Flavor last forever, any bitches know you weak (lame)",lame
I'm so in love with making money that I can't sleep,sleep
"Excuse me, sir, can I have my sauce back?",back
"Trynna run off with my sauce, you need to bring it back",back
40 got me funky,funky
I popped a molly,molly
Went kamikaze,kamikaze
Another 40,40
I'm Michael Jordan and bitch I'm scoring,scoring
Drank two 40's,40s
"My bitch is foreign, she got deported",deported
"Thousand ounces, police is knocking",knocking
Ain't got no worries,worries
Feeling funky,funky
"I popped a molly, went kamikaze",kamikaze
I'm Kyrie Irving and bitch I'm scoring,scoring
"Drank two 40's, my bitch is foreign",foreign
She got deported,deported
"Thousand ounces, this shit still popping",popping
"I popped a molly, switching lanes",lanes
I'm a pull up in this bitche's Audi,audi
Lean in sprite and gin in tonic,tonic
These bitches erotic,erotic
She just wanna get inside my motherfucking pocket,pocket
"Another 40, I should stop it",it
Two thousand ounces of this shit will make you feel like vomit,vomit
"But I don't mind it, I kinda like it",it
Young and wild,wild
"We killing shit, we live this shit",shit
I ain't go to the school,school
They asking how I live like this,this
"I did my shit, 19 this year",year
And I'm only getting older til' I'm in the dirt,dirt
How I hold a girl with two 40's all in my hand,hand
"But pull up on me, try me, you can catch the fade my man",man
You and your friends,friends
Gimme the 40,40
"So I can be cool, yeah",yeah
"Pass me the molly, eh",eh
"I wanna them too, no",no
I can't get enough,enough
"Man, I'm popping them shits and I'm dropping them hits",hits
The music the liquor that's why I exist,exist
"And the money, let's skip the obvious shit",shit
Ain't living too long if I'm living like this,this
Early morning waking up with the sweats,sweats
Going through shit I ain't never forget,forget
But nothing I do will I ever regret,regret
"I need me that cheque, I need me that chronic",chronic
I don't remember tell me what's my name?,name
"Drinking, swerving in the other lane",lane
Fuck a Zulu drinking acid rains,rains
"I feel like Monte, bitch I feel like Monte",monte
"I need my bucks, bitch I feel like Monte",monte
"Smoke Golden State oh, bitch I feel like Monte",monte
"Assist from Rondo, bitch I feel like Monte",monte
"Don't give no fucks no, bitch I feel like Monte",monte
"I just flew into town, fresh of the jetty",jetty
And then I Rondo my hoe I know she ready,ready
"Bitch I'mm sauce on them hoes, might spend some ready",ready
And I just cut that hoe off like a machete,machete
I'm a new 3 boy white boy braids,braids
And I hit that shit good tell that pussy go away,away
She just want to come with me but that pussy ain't a no no way no way,way
Bitch I feel like Monte,monte
I dog it like rewind it,it
Behind the back I pass it Tyson Chano with that alley,alley
Woah damn I got bitches from Dallas up to Indy,indy
Used to cross up and post when I pour fours in my Phantom,phantom
Bitch I ball like Kyle Korver when I post up in Atlanta,atlanta
I feel like Monta Ellis,ellis
I got more hoes than Elvis,elvis
Who the fuck say the little boy wasn't balling,balling
I balling like Spalding you know this shit,shit
I won't sign no contract 'til my contract built like a nigga who just won 4 and shit,shit
I'm first round pick you can check my diamonds they shining they big as a toe and shit,shit
Bitch we biting like Gators,gators
I count up my guap on them haters,haters
I love them hoes that mean I feel like I'm Monta Ellis,ellis
Had to cut some niggas off cause they was jealous,jealous
Bitch I'm up by 10 ain't no coming back you know that I'm finna win,win
Bitch its Lil Boat for the MVP,mvp
All these niggas they want to be,be
I'm in a four door down rodeo,rodeo
"I'm getting fucked up, I'm losing control",control
"I'm bumping Fleetwood, she tryna turn off my song",song
She keep asking where the party at,at
I got a flask full of vodka in my passenger seat,seat
My homie got a mansion says that we could crash it for free,free
We gotta take the phones because we can't let nobody see,see
We pop a pill since you ain't have not a thing to eat,eat
Thunder only happens when it's raining,raining
And players only love you when they're playing,playing
"Say women, they will come and they will go",go
When the rain washes you clean you'll know,know
You will know,know
"'Cause I got dreams, don't hold me down",down
"So I'mma let you free, don't wanna hold you out",out
I'mma leave when the sun comes,comes
I thought that I would learn by now,now
I thought that I would never come down,down
Just last night we was going so hard,hard
But now I can't feel my heart,heart
"Let me down easy, don't let me down rough",rough
"Don't let me go to sleep, getting up is gon' be tough",tough
"They was all acting sleazy, they all said I was the one",one
"And with any damn luck, I'mma wake up with the sun",sun
Hope I wake up with the sun this morning,morning
I hope I wake up with the sun this morning,morning
"And let it pour, let it pour, let it pour, let me roll",roll
"Man, I'm on a roll I'm so up in my zone",zone
They thought that I was fucking done with Iverson,iverson
"But I'm still balling on these bitches, let them know",know
"I just want everything, I want it all in advance",advance
They just want me to call it quits,quits
Ho we just roll up a cig,cig
Lil Posty don't fuck with y'all,yall
Never been fuckin' with y'all,yall
We pull up they standing in awe,awe
Yeah your bitch she know who we are,are
"Don't let me go to sleep, getting up is gonna be tough",tough
I just want to see you (Damn),damn
Something I can see through baby (Man),man
You make my dreams come true,TRUE
Can I...,i
"Can I (Aw Yeah), I just",just
I just,just
Baby can I come and see you,you
"I just, I just",just
Girl you seem always on the move,move
"I just cannot, uh, figure out what to do",do
"And I just, I just, uh, cannot let you go on your own",own
"Eh, why you got to be so inconsiderate wit' it",it
Know that you mean more than any one of these bitches,bitches
Its like you wanna see me go and hop off some bridges,bridges
Emo pussy woulda' gone and cut up ones wrists,wrists
Instead I'm going to drop a hundred bands on a whip,whip
"Only way I know to get my brain off of shit, eh",eh
"I just want to see you, maybe talk about shit",shit
"I just want to see ya, you might feel for the kid",kid
It's you that I have been searchin' for,for
Just let me know what's good with y'all,yall
Can't keep on going back and forth,forth
"Won't let you, won't let you",you
I just...,just
"You're making my dreams come true (Oh Yeah, Oh Yeah)",yeah
Cause I just want to see you (Hey),hey
Something I can see through baby,baby
"You make my dreams come true (Oh Yeah, Oh Yeah)",yeah
"I just, can I",i
Can I come and see you,you
"I just, something I can see through baby, I just",just
"Make my dreams come true (Oh Yeah, Oh Yeah)",yeah
"You're walking alone, you're walking alone",alone
"I hate when you walk, at least talk on the phone",phone
"There's some creeps in this zone, you said joker shut up I should know how to walk",walk
"I come from the bronx, I said baby its cool you know I like your talk",talk
"We keepin' it cool, we keepin it, keep it",it
"I just, I just want to see you (Damn)",damn
Imma' never be alone,alone
When you're walkin' down the road,road
