LINE,END_WORD
He gonna have to get the wash rag,rag
"If he shoot it up, I'm gonna bust back",back
Them island girls is the baddest (mm),mm
American girls run the planet (mm),mm
"South African, European, Asian, Australian",australian
And my Canadian Girls,girls
All the bad boys try to push up on me (Hey),hey
He want a bad girl to come and spend his money (Hey),hey
"He say it taste good, just like honey (Hey)",hey
He in love with a girl from the islands,islands
And how the miniskirt flow,flow
"Feelin' myself, I'm feelin' myself",myself
"I'm feelin' my, feelin' myself",myself
"I'm feelin' myself, I'm feelin' my, feelin' my, feelin' myself",myself
"I'm feelin' myself, I'm feelin' my, feelin' myself",myself
"I'm feelin' myself, I'm feelin' my",my
I'm with some hood girls lookin' back at it,it
And a good girl in my tax bracket,bracket
Got a black card that let Saks have it,it
These Chanel bags is a bad habit,habit
"I-I do balls, Dal Mavericks, my Maybach, black matted",matted
"Bitch, never left but I'm back at it",it
"And I'm feelin' myself, jack rabbit",rabbit
"Feelin' myself, back off,",off
"'Cause I'm feelin' myself, jack off",off
He be thinking about me when he whacks off,off
Wax on? Wax off,off
"N-national anthem hats off, then I curve that nigga, like a bad toss",toss
"Lemme get a number 2, with some Mac sauce",sauce
"On The Run Tour, with my mask off",off
"I'm feelin' myself, I'm feelin' myself",myself
Changed the game with that digital drop,drop
Know where you was when that digital popped,popped
I stopped the world,world
"Male or female, it make no difference",difference
"I stop the world, world stop...",stop
Carry on,on
"Kitty on fleek, pretty on fleek",fleek
"Pre-pre-pretty gang, always keep them niggas on geek",geek
"Ridin' Ridin' through Texas, feed him for his breakfast",breakfast
"Every time I whip it, I be talkin' so reckless",reckless
"He said, ""Damn, Nicki, it's tight, "" I say, ""Yeah, nigga, you right.""",right.
"He said, ""Damn, bae, you so little, but you be really takin' that pipe.""",pipe.
"I said, ""Yes, daddy, I do, gimme brain like NYU.""",nyu.
"I said, ""Teach me, nigga, teach me. All this learnin' here is by you.""",you.
"I'm whippin' that work, he diggin' that work",work
"I got it, 36 of that real",real
Panky full of that bounce baby,baby
"Come get you some of that bounce, baby",baby
"Cookin' up the base, lookin' like a kilo",kilo
"He just wanna taste, biggin' up my ego",ego
"Ego, ego, ego, ego, ego, ego, ego, ego",ego
"Ridin' through Texas (Ridin' through Texas, Ridin' through Texas),",texas
"Smoke it all off, talkin' bout that high-grade,",high-grade
"Baby, hold up",up
I can kill your migraine,migraine
"(Migraine, migraine, migraine, migraine, migraine, migraine, migraine, migraine)",migraine
"(Ridin' through Texas, Ridin', Ridin' through Texas)",texas
Bitches ain't got punchlines or flow,flow
I have both and an empire also,also
Keep gettin' gifts from Santa Claus at the North Pole,pole
"Today I'm icy, but I'm prayin' for some more snow",snow
"Let that ho ho, let that ho know (he in love) he in love with that coco",coco
Why these bitches don't never be learnin',learnin
You bitches will never get what I be earnin',earnin
"I'm still gettin' plaques, from my records that's urban",urban
Ain't gotta rely on top 40,40
"I am a rap legend, just go ask the kings of rap",rap
Who is the queen and things of that,that
"Nature, look at my finger, that is a glacier, hits like a laser",laser
"Drippin' on that work, trippin' off that perc",perc
Flippin' up my skirt and I be whippin' all that work,work
"Takin' trips with all them ki's, car keys got b's",bs
Stingin' with the Queen Bey and we be whippin' all of that D,d
"'Cause we dope girls we flawless, we the poster girls for all this",this
"We run around with them ballers, only real niggas in my call list",list
"I'm the big kahuna, go let them whores know",know
"Just on this song alone, bitch is on her fourth flow",flow
"Get on your knees, get on your knees, get on your knees",knees
"Baby, just get on your knees (on your knees!)",knees
"Say pretty please, say pretty please, say pretty please",please
"Baby, just say pretty please (pretty please!)",please
"I'll be back at 11, you just act like a peasant",peasant
Got a bow on my panties because my ass is a present,present
"Yeah, it's gooder than Meagan, you look good when you're beggin'",beggin
I be laughing when you begging me to just put the head in,in
"Let me sit on your face, it's OK, you can play with it",it
"When I'm bouncing, it chill out, and don't you make a mistake with it",it
I appreciate the gifts like the whips and them bezels,bezels
"Now it's bells and the whistles, now I'm makin' it sizzle",sizzle
"And it's ready, come and get it, it's takin' off like a missile",missile
"Let me see what you're workin' with, if I'm ridin', I'm murkin' it",it
"Slow grindin', I'm twerkin' it, yeah, I bagged him, I Birkin'd it",it
I don't need a dozen roses,roses
"You ain't gotta wine and dine me, no",no
I don't need a pretty poet,poet
"Ooh, gettin' all emotional",emotional
"You gotta beg for it, beg for it",it
I wanna see you lookin' up,up
"Baby, I'mma need you to beg for it",it
"Gimme brain, assume the position",position
Make me way smarter like you was a magician,magician
Paid my dues and tuition,tuition
It's good for your nutrition,nutrition
"Get head like a beautician,",beautician
"Got me twitchin', finish your mission",mission
"You make it come down, you make it rundown",rundown
I'mma need you to give these other dudes the run down,down
"You got that legendary, this shit is fake, scary",scary
"Got me seein' them fireworks, I'm on my Kate Perry",perry
(Let's go),go
'Cause we are just animals,animals
"Baby, it's primal (it's primal....)",primal.
I want you on all fours,fours
"(And before I let you walk, you gotta show me how you crawl)",crawl
"If you want it all (yeah, you want it all?)",all
It's non negotiable,negotiable
So do as I say,say
"(If you wanna get the job, you better know who's the boss)",boss
"Here we go again, it's the game we love",love
Sheets all over the floor and they laced with drugs,drugs
"You ain't play your cards right, you had the Ace of Clubs",clubs
"Hit you with the Ace of Spades in your face, and shrugged",shrugged
Blood drippin' out your arm on my Asian rugs,rugs
"We was just planning a wedding, Caucasian doves",doves
"You was just tellin' your mans, that you hate the clubs",clubs
"Now we in the crying game, heart laced with slugs",slugs
Are you alone? Do you need someone?,someone
Is it too late to talk? Did I wait too long?,long
Thousand words don't change a thing,thing
Is it only three? Three words that you're missing?,missing
Where did you go? Couldn't see,see
I was too busy,busy
Could've just said no,no
Where would you go? I think I know,know
"Who-o-o-o-o-o, who-o-o-o-o-o",who-o-o-o-o-o
We're back to playing,playing
The crying game,game
I could've given everything,everything
Don't wanna let the tears begin,begin
Welcome to the crying game where you lose your soul,soul
"Where it ain't no E-Z Pass, you got to use the toll",toll
"Ain't no cruise control, you 'bout to lose control",control
"Ain't no smilin' faces here, we slammin' doors and dishes",dishes
"Sayin' we don't miss each other, but it's all fictitious",fictitious
"Sayin' that we had enough, but enough of what?",what
"Another slap to the face, another uppercut",uppercut
"I'm just abusive by nature, not cause I hate ya",ya
Not cause I wanna get someone to imitate ya,ya
"I know it's hard, I know I intimidate ya",ya
But is you stayin' or goin'?,goin
I couldn't breathe and you ain't even know it,it
How come you never show it?,it
All this love you speak of,of
All I want is to love and be loved,loved
(To love and be loved),loved
I'm losin' a thing I thought I'd win,win
And I'm coming undone,undone
Cause the tears don't end,end
To keep you from breaking my heart,heart
Even though I said I didn’t love you I lied I lied,lied
Even though I said I didn’t need you I lied I lied,lied
"To keep you from breaking my heart, ooh",ooh
"Even though I said don’t touch me I lied, I lied",lied
"I can’t fall for you, can’t give my all to you",you
Can’t let you think that Imma let the game stall for you,you
Gotta protect me you gotta sweat me,me
You said you thought you was ready and I said let’s see,see
"But I ain’t mean that, I need some fucking proof",proof
'Cause what happens if I fall in love then you cut me loose,loose
You just a heart breaker won’t let you break mine,mine
'Cause I’ll be smashing windows and cutting them break lines,lines
I lied,lied
'Cause who knew that if I just let myself go with you,you
"Who knows, who knows, so I lied",lied
"Even though I said fuck you, I lied, I lied",lied
I thought eventually you would let me go,go
That was my insecurities and my ego,ego
Missed my jump shot missed my free throw,throw
"Miss the way we kiss, miss the D yo",yo
Man it was good while it lasted,lasted
That shit wasn’t real it was magic,magic
If it was a record it would have been classic,classic
"But fuck you though, orgasmic",orgasmic
I guess this is what I gotta do to keep me from falling,falling
"Stalling the truth, who knew what you’d do if I let you in",in
"My mama ain't raised no fool, I",i
I'm not your usual typical type,type
Who would protect me if I never hide?,hide
Falling so fast I am afraid of you,you
"So I lied, I lied, I lied",lied
"I lied, ooh baby, oh",oh
(It's over now... Goodbye now...),now
(You stay in my arms... Forever..,forever..
"Yo, I had to reinvent, I put the V in vent",vent
"I put the heat in vents, man I been competin' since",since
"I look beyond what people sayin', and I see intent",intent
"Then I just sit back and decipher, what they really meant",meant
"Cherish these nights, cherish these people",people
"Life is a movie, but there will never be a sequel",sequel
"And I'm good with that, as long as I'm peaceful",peaceful
"As long as 7 years from now, I'm taking my daughter to preschool",preschool
"Cherish these days, man do they go quick",quick
"Just yesterday, I swear it was 'o-six",o-six
"Ten years ago, that's when you proposed",proposed
"I looked down, ""Yes, I suppose.""",suppose.
"All things go, all things go",go
"I feel one minute, yeah, we got it then it's gone",gone
While we keep waiting for a moment to live for,for
So can't nobody ever tell me that I'm wrong,wrong
Cause I'mma ride out with you,you
Still the night is young,young
And we keep goin',goin
"We go, we go, we go",go
We wake back up and do it all again,again
"We know, we know",know
"Say fuck the world, we ridin' 'til the end",end
"When all is said and done, look what we've become",become
I just want you to know that I did it for you,you
I lost my little cousin to a senseless act of violence,violence
"His sister said, he wanted to stay with me, but I didn't invite him",him
"Why didn't he ask, or am I just buggin'?",buggin
"Cause since I got fame, they don't act the same",same
"Even though they know, that I love 'em",em
"Family ties, broken before me, niggas tryna kill him, he ain't even call me",me
"And that's the reflection of me, yes, I get it, I get it was all me",me
"I pop a pill and remember the look in his eyes, the last day he saw me",me
We keep goin',goin
"Let me make this clear I'm not difficult, I'm just 'bout my business",business
"I'm not into fake industry parties, and fake agendas",agendas
Rock with people for how they make me feel not what they give me,me
"Even the ones that hurt me the most, I still show forgiveness",forgiveness
"I love my mother more than life itself, and that's a fact",fact
"I'd give it all, if somehow, I could just rekindle that",that
"She never understands, why I'm so overprotective",overprotective
"The more I work, the more I feel like, somehow they're neglected",neglected
"I want 'Caiah to go to college, just to say ""We did it!""",it
"My child with Aaron, would've been sixteen, any minute",minute
"So in some ways I feel like 'Caiah, is the both of them",them
"It's like he's 'Caiah's little angel, looking over him",him
"And I know Jelani will always love me, and I'll always love him",him
And I'm just his little sister not Nicki Minaj when I'm around him,him
"Gee, we did it, let's leave this imprint",imprint
"Just finished writing, this is the Pinkprint",pinkprint
"Just met a boy, just met a boy when",when
He could come inside of my play pen,pen
'Cause he look like a superstar in the making,making
So I think that I'm going in for the taking,taking
Hear through the grape vine that he caking,caking
"We could shoot a movie, he could do the taping",taping
"Boom, boom pow, this thing be shaking",shaking
I ain't even tryna find out who he dating,dating
'Cause I know he got a wife at home),home
But I need just one night alone),alone
If he keep playing them kidding games),games
"I'mma run away aye, I'mma run away aye aye)",aye
I-I-I wanna give you one last option,option
I-I-I wanna give you one last chance,chance
If you're looking for the main attraction,attraction
Just hold on tight and let me do my dance,dance
"If you want it I'm gonna be va va voom, voom",voom
"If you got it, you got it",it
"You got that boom, boom",boom
"If you want it, I'm gonna be va va voom, voom",voom
He could become my little problem,problem
'Cause he look like he modeling clothes in Dublin,dublin
So I think that he gettin' that Green like goblin,goblin
Hear through the grape vine that he hang low,low
"We could shoot a movie, kabang, like Rambo",rambo
"Boom, boom pow, this thing so bingo",bingo
Wondering if he could understand my lingo,lingo
"Boy I'm in this club, slow mo",mo
Don't mind if I do,do
And I can tell you're feeling me from the jump,jump
I wanna ride too,too
"You got that hot shit, boy ya blessed",blessed
Let me feel up on your chest,chest
"Flex it, you the man",man
You the man 100 grand,grand
"This same poll, game goal",goal
Yes I play it very well,well
"Come baby lay down, let me stay down",down
Let me show you how I run take you to my playground,playground
"Come and get this va va voom, voom",voom
Come fill my glass up a little more,more
We 'bout to get up and burn this floor,floor
You know we getting hotter and hotter,hotter
"Sexy and hotter, let's shut it down",down
"Yo, what I gotta do to show these girls that I own them",them
"Some call me Nicki, and some call me Roman",roman
"Skeeza, pleeza, I'm in Ibiza",ibiza
Giuseppe Zanotti my own sneaker,sneaker
"Sexy, sexy that's all I do",do
If you need a bad bitch,bitch
Let me call a few,few
Pumps on and them little mini skirts is out,out
"I see some good girls, I'mma turn 'em out",out
"OK bottle, sip, bottle, guzzle",guzzle
"I'm a bad bitch, no muzzle, hey?",hey
"Bottle, sip, bottle, guzzle",guzzle
"I'm a bad bitch, no muzzle, let's go.",go.
Music makes me high,high
"Oh, oh, oh,",oh
Pound the alarm!,alarm
"I wanna do it for the night, night",night
"So get me now, and knock this over",over
"I wanna do it like you like, like",like
"Come get me, baby, we're not getting younger",younger
"I just want you tonight, night",night
"Baby, we won't do it for life, life",life
The alarm!,alarm
"We 'bout to get up, and burn this floor",floor
"You know we getting hotter, and hotter",hotter
"Hey, you, jump in this ride",ride
It's real nice and slippery inside,inside
"Wise guy, come get this pie",pie
"Ri-ri-ri-ride it, ride it in style",style
"Said it a minute ago, I did it a minute ago",ago
"I drop it, I pick it up slow, I want it, I'm kicking it though",though
'Cause they know that I got that good shit,shit
Said I'm bad but I could be a good bitch,bitch
"Squeeze my body, rock my body",body
"Boy, you make me go",go
"Na, na, na, na, na me go",go
"Please my body, heal my body",body
We gon',gon
Hey stranger over there,there
I'm really liking the way,way
You whip it whip it,it
"Yeah, I want you everyday",everyday
You're so right,right
You're so tight,tight
You got my world spinning,spinning
"My head goes round and around, round and around",around
Now I'm thinking,thinking
If we could be stranger. What you say?,say
You whip it whip it whip it whip it whip it whip it,it
Is that my cue?,cue
I'm looking for some brain to boost my IQ,iq
"I'm like 5'2""",52
"My SAT scores was high, too",too
But I don't mean to brag I Louis-Vuitton-bagged 'em,em
Hopped out the jag proceeded to sha-shag 'em,em
"Slim, trim, also light skin",skin
So Pe-Pe-Peter put the pipe in,in
I can be selfish,selfish
"Yeah, so impatient",impatient
Sometimes I feel like Marilyn Monroe,monroe
I'm insecure,insecure
"Yeah, I make mistakes",mistakes
Sometimes I feel like I'm at the end of the road,road
"I can get low, I can get low",low
Don't know which way is up,up
"Yeah, I can get high, I can get high",high
Like I could never come down,down
Call it a curse,curse
Or just call me blessed,blessed
If you can't handle my worst,worst
You ain't getting my best,best
Is this how Marilyn Monroe felt felt felt felt?,felt
Must be how Marilyn Monroe felt felt felt felt,felt
It's like all the good things,things
They fall apart like…,like…
Like Marilyn Monroe,monroe
Truth is we mess up,up
'Til we get it right,right
I don't wanna end up losing my soul,soul
Take me or leave me,me
I'll never be perfect,perfect
Believe me I'm worth it,it
So take me or leave me,me
(So take me or leave me),me
Call it a curse or just call,call
Me blessed if you can't handle,handle
My worst you ain't getting my best,best
"Is this how Marilyn Monroe felt, felt felt, felt?",felt
"Must be how Marilyn Monroe felt, felt, felt, felt",felt
"Is this how Marilyn Monroe felt, felt, felt, felt?",felt
I used to think that we'd run away,away
"One lovely, pretty summer day",day
I remember when you would say,say
"We'd be OK, come what may",may
I never knew you would lie to me,me
Take everything from inside of me,me
Your silhouette in the doorway,doorway
But before you walk away,away
"Don't say goodbye, look in my eyes",eyes
So that I always will remember,remember
"Frozen in time, always be mine",mine
Baby boy you'll be young forever,forever
"I'll be over here, you'll be over there",there
I'ma shed a tear but I really don't care,care
I used to think that we'd reunite,reunite
"I'd be your wife, in the real life",life
I thought that you'd come back for me,me
And you would take me away,away
I never knew only as a teen,teen
"You'd reappear, only in my dream",dream
This is my last cry,cry
Is this the only way?,way
This is my own prison,prison
"I'm frozen in time, in time, in time",time
"You'll always be mine, frozen in time",time
Young forever (young forever),forever
Yeah. Bobby V.,v.
"DJ turn me up,",up
Don't you turn this down no no.,no.
"I think I gave him a discreet name,",name
He replied wit a street name,name
PR at the heat game,game
No ball but pete game,game
"He addicted to hustle,",hustle
I'm addicted to fame,fame
"Though we packin that muscle,",muscle
I'm addicted to brain,brain
"I'm addicted to chillin,",chillin
Make a hell of a killin,killin
Don't I stunt on these bitches?,bitches
"Man I'm bad as a villain,",villain
Get the gun Ima hunt em,em
When I'm done Ima done em,em
"When we leavin the lounge, Ima keep it a hunnit",hunnit
It went down. nuff said.,said.
Pull off in that thang n it's blush red,red
"Sex in the lounge, girl I'm gon take you down",down
"I'm gon have you screamin girl, they gon hear the sound of our",our
"Sex in the lounge. I can't believe this is happenin to me girl, happenin to me girl",girl
So caught up in this girl,girl
"Shawty got me lovedrunk, I'm",im
Keepin to my self cuz I'm so into her,her
Cuz we doin it like nobody's around,around
And when we do it I can hear her make a sound,sound
Shawty was singin like me,me
Had that girl singing singing like me,me
She be like oh oh oh oh oh oh oh.,oh.
"Ohh I, IIII",iiii
Oh oh ohhhh.,ohhhh.
She lookin at me like she want it,it
"Come over here, she climbin on top of me,",me
Ima make her scream like..,like..
"Sit that pussy on my bottom lip, then after that you know we gotta switch",switch
My house so big that bitch came with a lobby,lobby
"We didn't use a rubber, but I came on her body",body
I lay her down and kiss her neck and talk dirty to her,her
Like I get that pussy wetter than a dirty sewer,sewer
Fuck you mean? turn around and bust it open for me,me
"Get on that dick and get that money, go oprah for me",me
All you girls don't like me cuz they know you love me,me
"But if you scared, go to church. it's open sunday.",sunday.
"I I dig I I dig in that pussy, guess what I find?",find
"Tunechi layin naked, sex in the lounge.",lounge.
It all comes down to this,this
I miss your morning kiss,kiss
"I won't lie, I'm feeling it",it
"You don't know, and I'm missing it",it
"I'm so dumb, I must admit",admit
It's too much to hold it in,in
I can't say no more than this,this
I just hope your heart hear me now,now
Gotta let you know how I'm feeling,feeling
"You own my heart, he just renting",renting
"Don't turn away, pay attention",attention
"I'm pouring out my heart oh, boy",boy
"I-I, I'm not living life",life
I'm not living right,right
I'm not living if you're not by my side,side
Let's meet at our favourite spot,spot
"You know the one, right around the block",block
"From the nice place, that you love to shop",shop
Can you get away?,away
Care to sit down? Let's talk it out,out
"One on one, without a crowd",crowd
I wanna hold your hand,hand
"Make you laugh again, I need to be near you",you
"You own my heart, and she just renting",renting
I'm pouring out my heart girl,girl
"I can't eat ah, ah, ah, ah",ah
"I can't sleep ah, ah, ah",ah
"What I need ah, ah, ah",ah
Is you right by my side,side
"I can't sleep ah, ah, ah, ah",ah
"What I need ah, ah, ah, ah",ah
It ain't your spit game,game
It's your dick game,game
That got me walking 'round ready to wear your big chain,chain
I only argue with 'em when the Lakers on,on
Other than that I'm getting my Marc Jacobs on,on
When my pussy game so cold that he always seem to come back,back
'Cause he know that it'd be a wrap,wrap
When I'm riding it from the back,back
"Wait, oh, let me see your phone",phone
'Cause all them bitches is ratchet,ratchet
And now let me get in my truck,truck
'Cause all them bitches'll catch it,it
"Wait wait wait, damn there I go again",again
"I be trippin', I be flipping, I be so belligerent",belligerent
Man this shit that we be fighting over so irrelevant,irrelevant
I don't even remember though I was probably hella bent (let's go),go
"Look sucker, this my gun butter",butter
"Street fighter bitches, this the up cutter",cutter
"Nunchucka', no time to ducka'",ducka
"Sign of the cross, 'cause this is her last supper",supper
"Play with me, check who came with me",me
"I bought a couple 9′s, plus the k's with me",me
I breeze through queens to check some bad bitches,bitches
"I stunt so hard, assess the damages",damages
"'Cause this that aw, this is that aw",aw
And yes I body bitches go get the bandages,bandages
"Young yummy, fuck you got from me",me
I hate a phony bitch that front that chum chummy,chummy
I'm me top shotta' drop the top toppa',toppa
Big fat pussy with a icy watch,watch
"I am your leader, yes I am your leader",leader
"You're not a believer, suck a big dick",dick
"When I fly, it's one letter and one number",number
You wack hoes could get hot for one summer,summer
"After that the queen will still reign here,",here
I'm Santa Claus to these hoes without a reindeer,reindeer
"St. Nick. Ross, hey Rick. I just got a toy, cost eight fifty",fifty
"Now I'm in the hood, niggas is getting woodies",woodies
"Hit up Hot Topic, Nicki Minaj hoodies",hoodies
"I'm a brand, bitch, I'm a brand",brand
"Go to Harlem, and get Cam",cam
"It's Dipset, get your dick wet",wet
"Boarded the big jet, and got a big check",check
"Now you tell me, who the fuck is winning",winning
"I'm on my Russel Simmon, Nicki denim Nicki linen",linen
"Jealous niggas is gossiping, watch me tie up my laces",laces
"Bitches be jocking, tell by the look on they faces",faces
"8 digits I'm clocking, a lot of gold in my bracelet",bracelet
"7 figures on watches, I told my mama I made it",it
"Made a deal for my project, just give me 10 mill I'm gravy",gravy
"I went back to the projects, and 2 mill in Mercedes",mercedes
"I get head from your lady, have her bill me later",later
"I'm on school with the hustle, just gave Rihanna my pager",pager
"Heart break hotel, I'm in the A-Rod suite",suite
"Rolls Royce wood, I'm talking playoff seat",seat
Know that boy busy balling I like to play all week,week
"Monday night with the raw, I'm Vince McMahon with a beat",beat
Power slamming them hammers I get you handled for free,free
"So where the fuck is her manners, she gives me brain while I tweet",tweet
"DM, in the BM, you see 'em, the bucket, you love it",it
"Motherfuckers on my dick, suck it",it
See the car is European but got imported from Tokyo,tokyo
"Looking like a shark, the nose call it Pinocchio",pinocchio
"Well off, wealthy, L.V. logo",logo
Middle of July but the wrist on snowflow,snowflow
"Only do the Aspens, y'all got a Poconos",poconos
(What the hell is that?),that
"I'm sunny, yeah, you must suck collagen dose",dose
"Riding a whip, 5 on the hip,",hip
Live with the pies got 9 for the flip,flip
"High with a bitch, she cry for the dick, oh my know why? I'm fly as it gets",gets
Now I need an aspirin,aspirin
"She says, ""You're only Cam'ron.""",camron.
Girlfriend you don't know Cam'ron from nowhere,nowhere
"So don't go tampering,",tampering
"You're just a nail, I hammer",hammer
'Nother girl that's on my camera,camera
My name you cannot slander at all girl – watch your manners,manners
"She run and tell her mother, ""I think I love him nana.""",nana.
"Because you sat up on my lap? Nah, I ain't Santa.",santa.
"They call me pot piper, OJ no glove, I knife her.",her.
"Never be a lifer, even do Rikers",rikers
Why would I fight her? Don't even like her,her
"Bitches ain't shit, and they ain't sayin' nothin'",nothin
A hundred motherfuckers can't tell me nothin',nothin
"I beez in the trap, bee, beez in the trap",trap
"Man, I been did that",that
"Man, I been popped off",off
"And if she ain't tryna give it up, she get dropped off",off
Let me bust that U-ie,u-ie
"Bitch, bust that open",open
Might spend a couple thou' just to bust that open,open
"Rip it off, no jokin'",jokin
Like your name Hulk Hogan,hogan
"Niggas move weight in the South, but live in Hoboken",hoboken
"Bitch, I spit that crack",crack
Like I'm in that trap,trap
"So if you need a hit, then I'm with that bat",bat
"Okay now Nicki Nicki Nicki, put it in your kidney",kidney
"Got a new LS 450, ain't no keys in this do-hicky",do-hicky
If I weren't rappin' I be trappin',trappin
If I weren't trappin' I be pimpin',pimpin
"If weren't pimpin' I be gettin' it, period",period
"I don't smoke no bobby, but my denim be from Ricky",ricky
Got your girl on Molly and we smokin' loud and drinkin',drinkin
Got my top back so you can see what I been thinkin',thinkin
And if you know me then you know I've been thinking Franklin,franklin
"Money, thousands, True Religion trousers",trousers
"Got a private home, started from the public houses",houses
"Hair weave killer, causing her arousal",arousal
"Audi A8, told them Audi 5000, uh",uh
"Damn, damn what they say about me?",me
"I don't know man, fuck is on your biscuit?",biscuit
If I get hit swinging on a big bitch,bitch
"I don't know man, I'm shittin' on your whole life",life
"Man I'm out in Texas, man I'm out in A-town",a-town
Then I'm up in Chi-town or Miami shuttin' it down,down
"It's that New Orleans, it's LA or The Bay",bay
"It's New York, Philly, and the whole DMV",dmv
"I'm a Detroit Player, man it's North/South Cack",cack
"Ohio, Pittsburgh, got St. Louis on deck",deck
"It's Delaware, Connecticut, it's New Jersey got hella bricks",bricks
It's Queens Brooklyn and yea they're wildin',wildin
The Bronx Harlem and Staten Island,island
"Bitches ain't serious, man these bitches delirious",delirious
"All these bitches inferiors, I just pimp my interiors",interiors
"I just pick up and go, might pick up a hoe",hoe
"Might give conversation, if you kick up the dough",dough
Never mind my money; never mind my stacks,stacks
"Every bitch wanna be me, you can find 'em in Saks",saks
"""Pink Friday"" two milli, ""Super Bass"" triple plat",plat
"When you see me on Ellen, just admit that I'm winning",winning
"Do a show for Versace, they request me by name",name
"And if they don't get Nicki, it just won't be the same",same
"When I'm sitting with Anna, I'm really sitting with Anna",anna
"Ain't a metaphor punchline, I'm really sitting with Anna!",anna
Front row at Oscar de la Renta posture,posture
"Ain't a bitch that could do it, not even my impostor",impostor
"Put these bitches on lockout, where the fuck is your roster?",roster
"I pull up in that new new, marinara and pasta",pasta
"Shake my head yo I'm mad, ain't a bitch in my zone",zone
"In the middle of nowhere, I just feel so alone",alone
"Got the certification, 'cause it come with the stone",stone
"But this ice is so cold, it should come on a cone",cone
"It should come on a cone, it should come on a cone",cone
"And my ice is so cold, it should come on a cone",cone
"'Cause my ice is so cold, it should come on a cone",cone
"7-Up went and gave, my commercial to Cee-Lo",cee-lo
"But don't tell them I said it, let's keep it on the d-low",d-low
"If you need you a look, just put me on your song",song
"But you know it'll cost, about six figures long",long
"But you bitches ain't got it, where the fuck is your budgets?",budgets
Flying spurs for hers; me I'm fucking above it,it
"And I just got the ghost, and I'm calling it Casper",casper
"But this shit is so cold, it belong in Alaska",alaska
Why the fuck am I styling? I competes with myself,myself
"When you went against Nicki, you depleted your wealth",wealth
"And I'm not masturbating, but I'm feeling myself",myself
"Paparazzi is waiting, 'cause them pictures'll sell",sell
"Now don't you feel a-stupid, yeah that's egg on your face",face
"If you wasn't so ugly, I'd put my dick in your face!",face
Put my dick in your face,face
"Put my dick in your face, yeah yeah",yeah
"Take your medication, Roman",roman
"Take a short vacation, Roman",roman
You'll be okay,okay
"You need to know your station, Roman",roman
Some alterations on your clothes and your brain,brain
"Take a little break, little break",break
From your silencing,silencing
"There is so much you can take, you can take",take
"I know how bad you need a Roman holiday, Roman holiday",holiday
A Roman holiday,holiday
"You done, you tight?",tight
You suck at life?,life
You don't want a round three,three
You'll suffer twice,twice
Worship the queen and you might could pass,pass
"Keep it real, these bitches couldn't wipe my ass",ass
"Anyway, stylist, go get Bvlgari",bvlgari
I am the ultimate Svengali,svengali
"You, you bitches can't even spell that",that
"You, you hoes buggin'",buggin
Repel that,that
"Let me tell you this, sister",sister
"I am, I am colder than a blister",blister
'Cause my flow's so sick,sick
And I'm a lunatic,lunatic
And this can't be cured with no Elixir,elixir
"'Cause y'all know who the fuck, what the fuck I do",do
I done put the pressure to every thug I knew,knew
Quack quack to a duck and a chicken too,too
Put the hyena in a freaking zoo (pew),pew
You'll be OK,ok
I know how bad you need a Roman holiday,holiday
Roman holiday,holiday
"Witch, twitch, bitch!",bitch
"Motherfucking right, this is World War 6",6
This right here might make a bitch die,die
And this right here is gonna make a bitch cry,cry
"And if you being honest, I am such a great guy",guy
And this what I do when a bitch breaks flock,flock
"I'mma put her in a dungeon under, under",under
No them bitches ain't eating,eating
They dying of hunger,hunger
"Motherfucker I need, who the fuck is this whore",whore
And yes maybe just a touch of Tourettes,tourettes
Get my wigs Terrence go and get my beret,beret
Come all ye faithful,faithful
Joyful and triumphant,triumphant
I am Roman Zolanski,zolanski
"Talking about me, you talking about me?",me
"I dare a motherfucker, to be talking about me",me
Them bitches must be smokin' a couple of OC,oc
"They want the outline, I give them a goatee",goatee
"God damn, motherfucker, you talking about me?",me
Them bitches must be smoking a couple of OC,oc
Ha ba ba ba ga gum the goatee,goatee
This one is for the boys with the booming system,system
"Top down, AC with the cooling system",system
"When he come up in the club, he be blazin' up",up
Got stacks on deck like he savin' up,up
"And he ill, he real, he might got a deal",deal
He pop bottles and he got the right kind of build,build
"He cold, he dope, he might sell coke",coke
"He always in the air, but he never fly coach",coach
"He a motherfucking trip, trip, sailor of the ship, ship",ship
"When he make it drip, drip kiss him on the lip, lip",lip
That's the kind of dude I was lookin' for,for
And yes you'll get slapped if you're lookin' hoe,hoe
"I said, excuse me, you're a hell of a guy",guy
"I mean my, my, my, my you're like pelican fly",fly
"I mean, you're so shy and I'm loving your tie",tie
"You're like slicker than the guy with the thing on his eye, oh",oh
"Yes I did, yes I did, somebody please tell him who the F I is",is
"I am Nicki Minaj, I mack them dudes up, back coupes up, and chuck the deuce up",up
"Boy, you got my heartbeat runnin' away",away
Beating like a drum and it's coming your way,way
"Can't you hear that boom, badoom, boom, boom, badoom, boom, bass?",bass
You got that super bass,bass
"Boom, badoom, boom, boom, badoom, boom, bass",bass
"Yeah, that's the super bass",bass
(You got that super bass),bass
He got that super bass,bass
This one is for the boys in the polos,polos
Entrepreneur niggas and the moguls,moguls
"He could ball with the crew, he could solo",solo
But I think I like him better when he down low,low
And I think I like him better with the fitted cap on,on
He ain't even gotta try to put the mac on,on
