LINE,END_WORD
If somebody woulda told me a year ago,ago
It'll go get this difficult,difficult
Feeling like Katrina with no FEMA,FEMA
Like Martin with no Gina,Gina
Like a flight with no visa,visa
"First class with the seat back, I still see ya",ya
"In my past, you on the other side of the glass",glass
Of my memory's museum,museum
"I'm just saying, hey, Mona Lisa",Lisa
"Come home, you know you can't roam without Caesar",Caesar
The all around the world Digital Underground Pac,Pac
The Rudolph the red-nosed reindeer of the Roc,Roc
"I take my chain, my 15 seconds of fame",fame
And come back next year with the whole fucking game,game
Ain't nobody expect Kanye to end up on top,top
They expected that College Dropout to drop and then flop,flop
Then maybe he stop savin' all the good beats for himself,himself
Roc-A-Fella's only niggas that helped,helped
My money was thinner than Sean Paul's goatee hair,hair
"Now Jean Paul Gaultier cologne fill the air, here",here
"They say he bougie, he big-headed",big-headed
Would you please stop talking about how my dick head is,is
"Flow infectious, give me 10 seconds",seconds
I'll have a buzz bigger than insects in Texas,Texas
It's funny how wasn't nobody interested,interested
'Til the night I almost killed myself in Lexus,Lexus
Now was Kanye the most overlooked Yes sir,sir
Now is Kanye the most overbooked Yes sir,sir
Though the fans want the feeling of A Tribe Called Quest,Quest
But all they got left is this guy called West,West
"That'll take Freeway, throw him on tracks with Mos Def",Def
"Call him Kwa-li or Kwe-li, I put him on songs with Jay-Z",Jay-Z
"I'm the Gap like Banana Republic and Old Navy, and oooh",oooh
It come out sweeter than old Sadie,Sadie
Nice as Bun-B when I met him at the Source awards,awards
Girl he had with him - ass coulda won the horse awards,awards
"And I was almost famous, now everybody love Kanye",Kanye
I'm almost Raymond,Raymond
Some say he arrogant Can y'all blame him,him
It was straight embarrassing how y'all played him,him
"Last year shoppin my demo, I was tryin' to shine",shine
Every motherfucker told me that I couldn't rhyme,rhyme
Now I could let these dream killers kill my self-esteem,self-esteem
Or use my arrogance as the steam to power my dreams,dreams
"I use it as my gas, so they say that I'm gassed",gassed
"But without it I'd be last, so I ought to laugh",laugh
So I don't listen to the suits behind the desk no more,more
You niggas wear suits cause you can't dress no more,more
You can't say shit to Kanye West no more,more
"I rocked 20,000 people, I was just on tour, nigga",nigga
"I'm Kan, the Louis Vuitton Don",Don
"Bought my mom a purse, now she Louis Vuitton Mom",Mom
"I ain't play the hand I was dealt, I changed my cards",cards
I prayed to the skies and I changed my stars,stars
I went to the malls and I balled too hard,hard
"Oh my god, is that a black card",card
"I turned around and replied, Why yes",yes
But I prefer the term African American Express,Express
"Brains, power, and muscle, like Dame, Puffy, and Russell",Russell
"Your boy back on his hustle, you know what I've been up to",to
Killin y'all niggas on that lyrical shit,shit
"Mayonnaise-colored Benz, I push Miracle Whips",Whips
I met this girl when I was 3 years old,old
"And what I loved most, she had so much soul",soul
"She said, Excuse me, lil homie, I know you don't know me",me
But my name is Windy and I like to blow trees,trees
And from that point I never blow her off,off
"Niggas come from out of town, I like to show her off",off
"They like to act tough, she like to tow 'em off",off
And make 'em straighten up their hat,hat
‘Cause she know they soft,soft
"And when I grew up, she showed me how to go downtown",downtown
"In the nighttime her face lit up, so astoundin'",astoundin
I told her in my heart is where she'll always be,be
She never messed with entertainers cause they always leave,leave
"She said, It felt like they walked and drove on me",me
"Knew I was gang affiliated, got on TV and told on me",me
I guess that's why last winter she got so cold on me,me
"She said, 'Ye, keep making that, keep making that",that
Keep making that platinum and gold for me,me
"But if you really cared for her, then you wouldn't have never hit the airport to follow your dreams",dreams
"Sometimes I still talk to her, but when I talk to her",her
It always seems like she talking 'bout me,me
"She said, You left your kids, and they just like you",you
They wanna rap and make soul beats just like you,you
But they just not you and I just got through,through
Talking 'bout what we tryin' to do: just not new,new
Now everybody got the game figured out all wrong,wrong
I guess you never know what you got 'til it's gone,gone
I guess that's why I'm here and I can't come back home,home
And guess when I heard that When I was back home,home
"Every interview I'm representin' you, makin' you proud",proud
"Reach for the stars so if you fall, you land on a cloud",cloud
"Jump in the crowd, spark your lighters, wave 'em around",around
"If you don't know by now, I'm talking 'bout Chi-Town",Chi-Town
"It was all good just a week ago, niggas feel theyselves",theyselves
"And that Watch the Throne drop, niggas kill themselves",themselves
"What niggas gon' do, Hov",Hov
"This a new crack, on a new stove",stove
"I'm in the two-door, true that, niggas telling me You back",back
"Like a nigga ever left up out this bitch, huh",huh
"And if life's a bitch, bet she suck my dick, huh",huh
"And I bet she fucked the whole clique, huh",huh
By the way nigga you should fucking quit nigga,nigga
"Just forget it, you talk it, I live it",it
"Like Eli, I did it, joke's on you motherfucker, and I get it",it
"No paper ho, but you can have some more of me",me
Or-a-gy or are we speaking metaphorically,metaphorically
"Historically I'm kicking bitches out like Pam, nigga",nigga
Going H·A·M nigga,nigga
Me and Jigga,Jigga
"And a nigga still young, that's why I have no kids",kids
But I've been practicing with some actresses as bad as shit,shit
"Had a few white girls, asses flat as shit",shit
"But the head's so good, damn a nigga glad he hit",hit
"Got 'em jumping out the building, watch out below",below
"A million out the door, I'm about to go H·A·M",H·A·M
I treat the label like money from my shows,shows
GOOD woulda been God except I added more O's,Os
If I knew she was cheating and still bought her more clothes,clothes
"It's cause I was too busy with my Baltimore, you know",know
"Some people call that the art of war, you know",know
"I guess it depends what you falling for, the clothes",clothes
"Aw money, you sold your soul",soul
"Nah man, mad people was fronting",fronting
"Goddamn, we made something from nothing",nothing
"You're my devil, you're my angel",angel
"You're my heaven, you're my hell",hell
"You're my now, you're my forever",forever
"You're my freedom, you're my jail",jail
"You're my lies, you're my truth",truth
"You're my war, you're my truce",truce
"You're my questions, you're my proof",proof
You're my stress and you're my masseuse,masseuse
"Ma ma se, ma ma se, ma ma ku sa",sa
Lost in this plastic life,life
Let's break out of this fake-ass party,party
Turn this into a classic night,night
"If we die in each others arms, still get laid in the afterlife",afterlife
"If we die in each others arms, still get laid, yeah, yeah, yeah",yeah
"My wife said, I can't say no to nobody",nobody
And at this rate we gon' both die broke,broke
Got friends that ask me for money knowin' I'm in debt,debt
"And like my wife said, I still didn't say no",no
People tryna say I'm goin' crazy on Twitter,Twitter
My friends' best advice was to stay low,low
I guess it's hard to decipher all of the bills,bills
Especially when you got family members on payroll,payroll
The media said it was outlandish spendin',spendin
The media said he's way out of control,control
I just feel like I'm the only one not pretendin',pretendin
"I'm not out of control, I'm just not in they control",control
I know I'm the most influential,influential
That TIME cover was just confirmation,confirmation
This generation's closest thing to Einstein,Einstein
"So don't worry about me, I'm fine",fine
I can see a thousand years from now in real life,life
Skate on the paradigm and shift it when I feel like,like
"Troll conventional thought, don't need to question",question
I know it's antiquated so sometimes I get aggressive,aggressive
"Thank God For Jay Electra, he down with the mission",mission
"Did it with with no permission, on our own conditions",conditions
Most Blacks with money have been beaten to submission,submission
"Yeezy with the big house, did it way different",different
Never listen to Hollywood producers,producers
"Don't stare at money too long, it's Medusa",Medusa
The ultimate Gemini has survived,survived
I wasn't supposed to make it past 25,25
I've been wakin' the spirits of millions more to come,come
A million illegally downloaded my truth over the drums,drums
"I believe in the children, listen to the kids, bro",bro
"If the phone ringin', go and get your kids ho",ho
Brother Don Muhammad told the minister about the presentation,presentation
He sat back and smiled,smiled
Black on black lies is worse than black on black crime,crime
The Jews share their truth on how to make a dime,dime
Most black men couldn't balance a checkbook,checkbook
"But buy a new car, talkin' 'bout how my neck look",look
Well it all looks great,great
"Four hundred years later, we buyin' our own chains",chains
"The light is before us brothers, so the devil workin' hard",hard
Real family stick together and see through the mirage,mirage
"The smokescreens, perceptions of false reality",reality
Who the real owner if your boss gets a salary,salary
I am one with the people,people
I am one with the people real,real
I've been woken from enlightened man's dream,dream
Checkin' Instagram comments to crowdsource my self esteem,esteem
Let me not say too much or do too much,much
"Cause if I'm up way too much, I'm out of touch",touch
I'm prayin' a out-of-body experience will happen,happen
"So the people can see my light, now it's not just rappin'",rappin
"God, I have humbled myself before the court",court
Drop my ego and confidence was my last resort,resort
"I know, I know he got a plan, I know I'm on your beams",beams
"One set of footsteps, you was carryin' me",me
When I turned on the news and they was buryin' me,me
"When I was negotiatin' with Apple, it was Larry and me",me
"Told Tim Cook to call me, I was scary to see",see
I would've took a hundred million and gave 20 to Hov,Hov
I heard it's the way they did it when we only had a stove,stove
But it's better that I stayed at home with my folks,folks
Cause if Jay a billionaire then I'ma never go broke,broke
Only thing I ask is next time I'm on stage we all go,go
We all go,go
"Not just by myself, lookin' for niggas like where's Waldo",Waldo
She got the same shoes as my wife but she copped 'em at Aldo,Aldo
Modern day MJ with a off the wall flow,flow
"Closed eyes, see things",things
"Fire up, tweaking",tweaking
You in my freak dreams,dreams
"Bad bitch, you dig that",that
"Get stacks, drive cars",cars
"Whip out, bitch out",out
"Tits out, oh shit",shit
"My dick out, can she suck it right now",now
"Fuck, can she fuck right now",now
I done asked twice now,now
Can you bring your price down,down
Lil Boosie with the wipe down,down
A little woozy but I'm nice now,now
What the fuck right now,now
"What the, what the fuck right now",now
What if we fuck right now,now
What if we fucked right in the middle,middle
Of this mothafuckin' dinner table,table
What if we fucked at this Vogue party,party
Would we be the life of the whole party,party
Shut down the whole party,party
Would everybody start fuckin',fuckin
They don't want nothin',nothin
"You mothafuckas livin' like half of your level, half of your life",life
"I smack her on her ass if she ghetto, I ain't gon' lie",lie
"We be in the bathroom fuckin' like, Baby don't get too loud",loud
"I can, I can see it, yeah",yeah
Pablo bought a Roley and a rottweiler,rottweiler
"Seem like the more fame, I only got wilder",wilder
"Hands up, we just doing what the cops taught us",us
I've been outta my mind a long time,time
I’ve been saying how I feel at the wrong time,time
Might not come when you want but I'm on time,time
"I know, I know, I shouldn’t even bother",bother
"With all these gossiping, no-pussy-getting bloggers",bloggers
"Fashion show in Gotham, I need another costume",costume
PETA's mad cause I made a jacket outta possum,possum
"Awesome, Steve Jobs mixed with Steve Austin",Austin
Rich slave in the fabric store picking cotton,cotton
If Hov J then every Jordan need a Rodman,Rodman
"Man, Jay, they don't really want no problems",problems
Driving in the same car that they killed Pac in,in
Driving in the same urrr that they killed Pac in,in
"Hands up, hands up, then the cops shot us",us
You know what the Midwest is Young and restless,restless
Where restless niggas might snatch your necklace,necklace
And next these niggas might jack your Lexus,Lexus
Somebody tell these niggas who Kanye West is,is
I walk through the valley of the Chi where death is,is
Top floor the view alone will leave you breathless *gasps*,*gasps*
Try to catch it *gasps* it's kinda hard,gasps* its kinda hard
"Getting choked by detectives, yeah, yeah, now check the method",method
"They be askin' us questions, harass and arrest us",us
Sayin' We eat pieces of shit like you for breakfast,breakfast
Huh Y'all eat pieces of shit What's the basis,basis
We ain't going nowhere but got suits and cases,cases
"A trunk full of coke, rental car from Avis",Avis
My mama used to say only Jesus can save us,us
Well mama I know I act a fool,fool
"But I'll be gone 'til November, I got packs to move",move
I hope,hope
"To the hustlers, killers, murderers, drug dealers, even the scrippers",scrippers
Jesus walks for them,them
"To the victims of welfare for we livin' in Hell here, hell yeah",yeah
"Now, hear ye, hear ye, want to see Thee more clearly",clearly
I know he hear me when my feet get weary,weary
Cause we're the almost nearly extinct,extinct
"We rappers is role models: we rap, we don't think",think
I ain't here to argue about his facial features,features
Or here to convert atheists into believers,believers
I'm just tryna say the way school need teachers,teachers
"The way Kathie Lee needed Regis, that's the way I need Jesus",Jesus
"So here go my single dog, radio needs this",this
They say you can rap about anything except for Jesus,Jesus
"That means guns, sex, lies, videotape",videotape
"But if I talk about God my record won't get played, huh",huh
Well if this take away from my spins,spins
Which'll probably take away from my ends,ends
Then I hope this take away from my sins,sins
And bring the day that I'm dreamin' about,about
"Next time I'm in the club, everybody screamin' out",out
"Wake up Mr West, Mr West",West
"Mr Fresh, Mister, by himself he's so impressed",impressed
"I mean damn, did you even see the test",test
"You got D's, muthafucka D's, Rosie Perez",Perez
And yer ass barely passed any and every class,class
"Looking at every ass, cheated on every test",test
"I guess, this is my dissertation",dissertation
"Homie this shit is basic, welcome to Graduation",Graduation
"Good morning, on this day we become legendary",legendary
Everything we dreamed of,of
"I'm like the fly Malcolm X, buy any jeans necessary",necessary
Detroit Red cleaned up,up
"From the streets to the league, from a eighth to a ki'",ki
But you graduate when you make it up outta the streets,streets
"From the moments of pain, look how far we done came",came
"Haters saying you changed, now you doing your thang",thang
"Good morning, look at the valedictorian",valedictorian
Scared of the future while I hop in the DeLorean,DeLorean
"Scared to face the world, complacent career student",student
"Some people graduate, but be still stupid",stupid
"They tell you read this, eat this, don't look around",around
"Just peep this, preachers, teach us, Jesus",Jesus
"Okay look up now, they done stoled yo' streetness",streetness
After all of that you received this,this
"I'm the one, baby, yeah, I'm the one, baby",baby
"Since God gave his only begotten son, baby",baby
It's hard preachin' the gospel to the slums lately,lately
"So I had to put the church on the drums, baby",baby
"You on a run, baby, you on a run, baby",baby
"You think you free but you a slave to the funds, baby",baby
"You think you me, but you ain't me, what you done lately",lately
"Mhm that's cool but I been runnin on the sun, baby",baby
We on a galaxy the haters cannot visit,visit
That's my reality so get off my Scott Disick,Disick
"If you ever held a title belt, you would know how Michael felt",felt
"Tyson, Jackson, Jordan - Michael Phelps",Phelps
"Yeahhh, had to take it to another realm",realm
Cause everything around me got me underwhelmed,underwhelmed
Best way to describe my position is at the helm,helm
Best way to describe my new whip - Yeeeaaaalmmp,Yeeeaaaalmmp
"Welcome to the good life, where niggas who sell D",D
Won't even get pulled over in they new V,V
"The good life, let's go on a living spree",spree
"Shit, they say the best things in life are free",free
"The good life, it feel like Atlanta",Atlanta
"It feel like LA, it feel like Miami",Miami
"It feel like NY, summertime Chi",Chi
Ah Now throw yo' hands up in the sky,sky
So I roll through good,good
"Y'all pop the trunk, I pop the hood, Ferrari",Ferrari
And she got the goods,goods
"And she got that ass, I got to look, sorry",sorry
Welcome to the good life,life
Where we like the girls who ain't on TV,TV
Cause they got mo' ass than the models,models
"The good life, so keep it comin' with the bottles",bottles
Cause she feel booze like she bombed at Apollo,Apollo
"The good life, it feel like Houston",Houston
"It feel like Philly, it feel like DC",DC
It feel like VA or the Bay or Yay,Yay
"Ay, this is the good life Welcome to the good life",life
Homey tell me what's good,good
Why I only got a problem when you in the hood Welcome to the good life,life
Like I'm new in the hood,hood
"The only thing I wish, I wish a nigga would Welcome to the good life",life
He probably think he could,could
"But, but, I don't think he should Welcome to the good life",life
"50 told me, go 'head, switch the style up",up
And if they hate then let 'em hate and watch the money pile up,up
"Have you ever popped champagne on a plane, while gettin some brain",brain
"Whipped it out, she said I never seen Snakes on a Plane",Plane
Whether you broke or rich you gotta get this,this
"Havin' money's not everything, not havin' it is",is
"I was splurgin' on Tryst, but when I get my card back",back
"Activated, I'm back to Vegas",Vegas
Cause the good life I always had a passion for flashin',flashin
"Befo' I had it, I closed my eyes and imagined the good life",life
Back when they thought pink Polos would hurt the Roc,Roc
Before Cam got the shit to pop,pop
The doors was closed,closed
I felt like Bad Boy's street team; I couldn't work the locks,locks
"Now let's go, take 'em back to the plan",plan
Me and my momma hopped in that U-Haul van,van
"Any pessimists, I ain't talk to them",them
Plus I ain't have no phone in my apart-a-ment,apart-a-ment
Let's take 'em back to the club,club
Least about an hour I stand on line,line
"I just wanted to dance, I went to Jacob an hour",hour
"After I got my advance, I just wanted to shine",shine
"Jay favorite line: Dawg, in due time",time
"Now he look at me, like, Damn, dawg You where I am",am
A hip-hop legend,legend
"I think I died in that accident, ‘cause this must be Heaven",Heaven
Back when Gucci was the shit to rock,rock
Back when Slick Rick got the shit to pop,pop
I'd do anything to say I got it,it
"Damn, them new loafers hurt my pocket",pocket
Before anybody wanted K West beats,beats
Me and my girl split the buffet at KFC,KFC
"Dog, I was having nervous breakdowns",breakdowns
"Like Man, these niggas that much better than me",me
"Baby, I'm going on an aeroplane",aeroplane
And I don't know if I'll be back again,again
"Sure enough, I sent the plane tickets",tickets
"But when she came to kick it, things became different",different
"Any girl I cheated on, sheets I skeeted on",on
"Couldn't keep it at home, thought I needed a Nia Long",Long
I'm trying to right my wrongs,wrongs
But it's funny them same wrongs helped me write this song,song
"Close your eyes and imagine, feel the magic",magic
"Vegas on acid, seen through Yves St Laurent glasses",glasses
And I've realized that I've arrived,arrived
Cause it take more than a magazine to kill my Vibe,Vibe
"Does he write his own rhymes, well sort of, I think 'em",em
That mean I forgot better shit than you ever thought of,of
"Damn, is he really that caught up",up
"I ask if you talked about classics, do my name get brought up",up
I remember I couldn't afford a Ford Escort,Escort
Or even a four-track recorder,recorder
So it's only right that I let the top drop on a drop-top Porsche,Porsche
"It's for yourself, that's important",important
If your stripper name Porscha and you get tips from many men,men
"Then your fat friend, her nickname is Minivan",Minivan
"Excuse me, that's just the Henny, man",man
"I smoke, I drink, I'm supposed to stop, I can't because",because
"I was sick about awards, couldn't nobody cure me",me
Only playa that got robbed but kept all his jewelry,jewelry
Alicia Keys tried to talk some sense in him,him
30 minutes later sein' there's no convincin' him,him
What more could you ask for The international asshole,asshole
Who complain about what he is owed,owed
And throw a tantrum like he is 3 years old,old
You gotta love it though somebody still speaks from his soul,soul
"And wouldn't change by the change, or the game, or the fame",fame
"When he came in the game, he made his own lane",lane
Now all I need is y'all to pronounce my name,name
"It's Kanye, but some of my plaques, they still say Kayne",Kayne
"Got family in the D, Kin-folk from Motown",Motown
"Back in the Chi, them Folks ain't from Moe Town",Town
Life movin' too fast I need to slow down,down
"Girl ain't give me no ass, ya need to go down",down
My father been said I need Jesus,Jesus
So he took me to church and let the water wash over my caesar,caesar
The preacher said we need leaders,leaders
Right then my body got still like a paraplegic,paraplegic
"You know who you call, you got a message, then leave it",it
The Roc stand tall and you would never believe it,it
Take your diamonds and throw 'em up like you bulimic,bulimic
"Yeah, the beat cold but the flow is anemic",anemic
After debris settles and the dust get swept off,off
Big K pick up where young Hov left off,off
Right when magazines wrote Kanye West off,off
"I dropped my new shit, it sound like the best of",of
"A&R's lookin' like, Pssh, we messed up",up
"Grammy night, damn right, we got dressed up",up
Bottle after bottle till we got messed up,up
"In the studio, with Really Doe, yeah, he next up",up
People askin' me if I'm gon' give my chain back,back
That'll be the same day I give the game back,back
"You know the next question dog: Yo, where Dame at",at
This track the Indian dance to bring our reign back,back
"What's up with you and Jay, man, are y'all ok man",man
They pray for the death of our dynasty like Amen,Amen
R-r-r-r-right here stands a man,man
With the power to make a diamond with his bare hands,hands
I get down for my grandfather who took my mama,mama
Made her sit in that seat where white folks ain't want us to eat,eat
At the tender age of 6 she was arrested for the sit-ins,sit-ins
And with that in my blood I was born to be different,different
Now niggas can't make it to ballots to choose leadership,leadership
But we can make it to Jacob's and to the dealership,dealership
Swear I hear new music and I just don't be feelin' it,it
"Racism's still alive, they just be concealin' it",it
But I know they don't want me in the damn club,club
They even made me show ID to get inside of Sam's Club,Club
I done did dirt and went to church and get my hands scrubbed,scrubbed
Swear I've been baptized 'least 3 or 4 times,times
But in the land where niggas praise Yukons and getting paid,paid
Its gonna take a lot more than coupons to get us saved,saved
Like it take a lot more than doo rags to get you waves,waves
Nothing sad as that day my girl's father passed away,away
So I promised to Mr Rainey I'm gonna marry your daughter,daughter
And you know I gotta thank you for the way that she was brought up,up
And I know that you were smiling when you see the car I bought her,her
You sent tears from heaven when you seen my car get balled up,up
But I can't complain what the accident did to my left eye,eye
Cause look what an accident did to Left Eye,Eye
First Aaliyah now Romeo must die,die
I know I got angels watching me from the other side,side
"It's the Hard Knock Life Tour, sellout; picture",picture
"Us in the mall, coppin' Iceberg and yell out Jigga",Jigga
"Yeah, that's what we'll yell out, yell out",out
You know the name do I gotta spell out or tell 'bout,bout
"J-A-Y, and 'Ye so shy",shy
Now he won't even step to his idol to say hi,hi
Standing there like a mime and let the chance pass by,by
"Back of my mind, He could change your life",life
"With all these beats I did, at least let him hear it",it
At least you can brag to ya friends back at the gig,gig
But he got me out me out my momma crib,crib
Then he help me get my momma a crib,crib
"Fresh off the plane, I'm off to Baseline",Baseline
"Nothing handed out, I'm 'bout to take mine",mine
'round the same time of that Blueprint 1,1
And these beats in my pocket was that blueprint for him,him
I'd play my little songs in that old back room,room
"He'd bob his head and say Damn Oh, that's you",you
"But by The Black Album, I was blacking out",out
Partyin' SOB's and we had packed a crowd,crowd
Big brother got his show up at Madison Square,Square
"And I'm like Yeah, yeah, we gon' be there but",but
Not only did I not get a chance to spit it,it
Carline told me I could buy two tickets,tickets
I guess big brother was thinkin' a little different,different
"And kept little brother at bay, at a distance",distance
But everything that I felt was more bogus,bogus
"Only made me more focused, only wrote more potent",potent
Only thing I wanna know is why I get looked over,over
I guess I'll understand when I get more older,older
Big brother saw me at the bottom of the totem,totem
Now I'm on the top and everybody on the scrotum,scrotum
Have you ever walked in the shadow of a giant,giant
"Not only a client, the Presidito, hola, Hovito",Hovito
The game gettin' foul so here's a free throw,throw
I was always on the other side of the peephole,peephole
Then I dropped Jesus Walks now I'm on the steeple,steeple
"And we know, New Jack City got to keep my brother",brother
But to be number one I'mma beat my brother,brother
On that Diamonds remix I swore I spazzed,spazzed
Then my big brother came through and kicked my ass,ass
"Sibling rivalry, only I could see",see
It was the pride in me that was drivin' me,me
"At the Grammys I said, I inspired me",me
But my big brother who I always tried to be,be
When I kicked a flow it like pick-and-roll,pick-and-roll
"Cause even if he gave me the rock, it's give-and-go",give-and-go
I guess Beanie's style was more of a slam dunk,dunk
But my shit was more like a finger roll,roll
But I had them singles though,though
"And them hoes at the show gonna mingle, yo, heh, y'all know",know
I told Jay I did a song with Coldplay,Coldplay
Next thing I know he got a song with Coldplay,Coldplay
"Back in my mind I'm like Damn, no way",way
"Translate, espanol No way, Jose",Jose
Then I went and told Jay Brown,Brown
Shoulda known that was gonna come back around,around
"Shoulda talked to you like a man, shoulda told you first",first
But I told somebody else and that's what made shit worse,worse
And I’ll never let my son have an ego,ego
"He’ll be nice to everyone, wherever we go",go
I mean I might even make him be Republican,Republican
So everybody know he love white people,people
And I’ll never let him leave his college girlfriend,girlfriend
And get caught up with the groupies in the whirlwind,whirlwind
And I’ll never let him ever hit the telethon,telethon
I mean even if people dyin’ and the world ends,ends
"See, I just want him to have an easy life",life
"Not like Yeezy life, just want him to be someone people like",like
"Don’t want him to be hated all the time, judged",judged
Don’t be like your daddy that would never budge,budge
And I’ll never let him ever hit a strip club,club
"I learned the hard way, that ain’t the place to get love",love
And I’ll never let his mom move to LA,LA
Knowin’ she couldn’t take the pressure now we all pray,pray
I think I just fell in love with a porn star,star
"Turn the camera on, she a born star",star
Turn the corners in a foreign car,car
"Call the coroners, do the CPR",CPR
She gave that old nigga a ulcer,ulcer
Her bittersweet taste made his gold teeth ache,ache
"Make her knees shake, make a priest faint",faint
"Make a nun cum, make her cremate",cremate
"Move downtown, cop a sweet space",space
"Livin’ life like we won the sweepstakes, what",what
"We headed to hell for heaven’s sakes, huh",huh
"Well I’mma levitate, make the devil wait, yeah",yeah
Never in your wildest dreams,dreams
"Never in your wildest dreams, in your wildest",wildest
You could hear the loudest screams,screams
"Comin’ from inside the screen, you a wild bitch",bitch
Tell me what I gotta do to be that guy,guy
"Said her price go down, she ever fuck a black guy",guy
"Or do anal, or do a gangbang",gangbang
It’s kinda crazy that’s all considered the same thing,thing
Well I guess a lotta niggas do gang bang,bang
"And if we run trains, we all in the same gang",gang
Runaway slaves all on a chain gang,gang
"Bang, bang, bang, bang, bang",bang
One day I’m gon' marry a porn star,star
We’ll have a big-ass crib and a long yard,yard
We’ll have a mansion and some fly maids,maids
"Nothin’ to hide, we both screwed the bridesmaids",bridesmaids
"She wanna role play, 'til I roll over",over
"I’mma need a whole day, at least rolled doja",doja
What party is we goin’ to on Oscar day,day
'specially if she can’t get that dress from Oscar de,de
"La Renta, they wouldn’t rent her, they couldn’t take the shame",shame
"Snatched the dress off her back and told her, “Get away”",away”
How could you say they live they life wrong,wrong
When you never fuck with the lights on,on
Mmm ain't this some shit Pulled up in the A-V-entador,A-V-entador
"And the doors, raise up, like praise the Lord",Lord
"Did the fashion show, and a tour, and a movie, and a score",score
"This a ghetto opera, Francis Foreign Car Coppola",Coppola
"I need a new crib to hold my plaques, Rick Ross'd told me that",that
"Said I'd be all up in Goldman Sachs like, These niggas tryna hold me back",back
"These niggas tryna hold me back, I'm just trying to protect my stacks",stacks
"Mitt Romney, don't pay no tax, Mitt Romney, don't pay no tax",tax
"Chi-Town 'til I'm on my back, Chi-Town 'til I'm on my back",back
"Only nigga in Beverly Hills, where the hell is Axel Foley at",at
"Ease up there, baby boy: Ving Rhames told Jody that",that
R Kelly and the God of rap,rap
"Shitting on you, holy crap",crap
I wanna tell the whole world about a friend of mine,mine
This little light of mine and I'm finna let it shine,shine
I'm finna take yall back to them better times,times
I'm finna talk about my mama if yall don't mind,mind
"I was three years old, when you and I moved to the Chi",Chi
"Late December, harsh winter gave me a cold",cold
You fixed me up something that was good for my soul,soul
"Famous homemade chicken soup, can I have another bowl",bowl
You work late nights just to keep on the lights,lights
Mommy got me training wheels so I could keep on my bike,bike
And you would give anything in this world,world
"Michael Jackson leather and a glove, but didn't give me a curl",curl
And you never put no man over me,me
And I love you for that mommy can't you see,see
"Seven years old, caught you with tears in your eyes",eyes
"Cuz a nigga cheatin, telling you lies, then I started to cry",cry
As we knelt on the kitchen floor,floor
I said mommy I'mma love you till you don't hurt no more,more
"And when I'm older, you ain't gotta work no more",more
And I'mma get you that mansion that we couldn't afford,afford
"See you're, unbreakable, unmistakable",unmistakable
"Highly capable, lady that's makin loot",loot
"A livin legend too, just look at what heaven do",do
"Send us an angel, and I thank you Hey Mama",Mama
"Forrest Gump mama said, Life is like a box of chocolates",chocolates
"My mama told me go to school, get your doctorate",doctorate
"Somethin to fall back on, you could profit with",with
But still supported me when I did the opposite,opposite
Now I feel like it's things I gotta get,get
"Things I gotta do, just to prove to you",you
"You was getting through, can the choir please",please
Give me a verse of You Are So Beautiful To Me,Me
"Can't you see, you're like a book of poetry",poetry
"Maya Angelou, Nikki Giovanni, turn one page and there's my mommy",mommy
"Come on mommy just dance wit me, let the whole world see your dancing feet",feet
"Now when I say Hey, yall say Mama, now everybody answer me Hey Mama",Mama
Tell your job you gotta fake em out,out
"Since you brought me in this world, let me take you out",out
"To a restaurant, upper echelon",echelon
"I'mma get you a Jag, whatever else you want",want
Just tell me what kind of S-Type Donda West like,like
Tell me the perfect color so I make it just right,right
"It don't gotta be Mother's Day, or your birthday",birthday
For me to just call and say: Hey Mama,Mama
"And I heard 'em say, nothing's ever promised tomorrow today",today
"From the Chi, like Tim it's a harder way",way
So this is in the name of love like Robert say,say
Before you ask me to go get a job today,today
Can I at least get a raise of the minimum wage,wage
And I know that the government administer AIDS,AIDS
So I guess we just pray like the minister say,say
Allāhu Akbar and throw him some hot cars,cars
Things we see on the screen that's not ours,ours
But these niggas from the hood so these dreams not far,far
Where I'm from the dope boys is the rock stars,stars
But they can't cop cars without seeing cop cars,cars
I guess they want us all behind bars - I know it,it
They say people in your life for seasons,seasons
And anything that happen is for a reason,reason
And niggas gun clapping and keep to squeezing,squeezing
And Gran keep praying and keep believing,believing
"In Jesus, and one day that you see him",him
'Til then walk in his footsteps and try to be him,him
The devil is alive I feel him breathin,breathin
"Claiming money is the key, so keep on dreamin",dreamin
And put them lottery tickets just to tease us,us
My Aunt Pam can't put them cigarettes down,down
So now my little cousin smokin them cigarettes now,now
His job try to claim that he too niggerish now,now
Is it cause his skin blacker than licorice now,now
"I can't figure it out, I'm sick of it now",now
Trying to sneak upstairs to your apartment,apartment
Aren't you a sight for red eyes,eyes
I just flew in and slipped in on your left side,side
"Just a satin gown, you asleep with no make-up",make-up
I'm just tryna be inside you 'fore you wake up,up
We had problems but it's all in the past,past
"Everybody got problems baby, algebra class",class
Remember I used to do things that'd make you laugh,laugh
Like orderin' a girl drink in a masculine glass,glass
"You like piña coladas, getting caught in the rain",rain
Or rocking flannels all summer like Kurt Cobain,Cobain
Or that Dolce Gabbana with a few gold chains,chains
And you the type of girl that probably deserve a new last name,name
"But, they never let us do our thing",thing
Everybody lying on who I bang,bang
We was on fire but they blew our flame,flame
